"","SPECIES","YEAR","REGION","DISTRICT","TOTAL_AREA","CATEGORY","SEX_TEXT","ABUNDANCE","ABUNDANCE_CV","ABUNDANCE_CI","BIOMASS_MT","BIOMASS_MT_CV","BIOMASS_MT_CI","BIOMASS_LBS","BIOMASS_LBS_CV","BIOMASS_LBS_CI"
"36","SNOW",1997,"EBS","ALL",140350,"mature_female","female",2001.04632059558,0.207347181269459,813.226175763626,101393.429032752,0.196958975127053,39141.8778991405,223534247.352425,0.196958975127053,86293069.4780886
"37","SNOW",1998,"EBS","ALL",140350,"immature_female","female",335.978567916954,0.420168888718492,276.688773369198,13323.7664541537,0.477849656390643,12478.8441550152,29373876.9330574,0.477849656390643,27511142.1186722
"38","SNOW",1998,"EBS","ALL",140350,"mature_female","female",1386.67671857478,0.291092504858098,791.156350899148,70182.6636932359,0.280132609932778,38534.4873947444,154726288.039714,0.280132609932778,84954002.6318009
"39","SNOW",1999,"EBS","ALL",140350,"immature_female","female",187.616162957991,0.200720898598293,73.8106302481635,6159.72995890184,0.187352526229027,2261.9202986302,13579880.0118748,0.187352526229027,4986680.65917914
"40","SNOW",1999,"EBS","ALL",140350,"mature_female","female",551.010521539094,0.249978000176482,269.971396171065,29848.9754608652,0.238358392756879,13944.917479931,65805726.5400332,0.238358392756879,30743280.5360707
"41","SNOW",2000,"EBS","ALL",140350,"immature_female","female",391.861968670634,0.222033069247874,170.532378625892,12479.8787585741,0.211727958902417,5178.98494352894,27513423.0290828,0.211727958902417,11417707.3647182
"42","SNOW",2000,"EBS","ALL",140350,"mature_female","female",1649.05339550694,0.529354631256902,1710.95074211898,93882.0933853643,0.53867228576359,99120.4963988834,206974586.863896,0.53867228576359,218523288.649861
"43","SNOW",2001,"EBS","ALL",140350,"immature_female","female",470.874362212216,0.407708319738611,376.279614250044,17032.8109147584,0.328283913157131,10959.5317255583,37550920.2563495,0.328283913157131,24161631.5670354
"44","SNOW",2001,"EBS","ALL",140350,"mature_female","female",1243.75503828584,0.29842292923966,727.483442692416,74840.1024931202,0.296941732061633,43557.3733374754,164994182.977816,0.296941732061633,96027570.6081121
"45","SNOW",2002,"EBS","ALL",140350,"immature_female","female",121.065224762929,0.279624134449246,66.3514070250253,4387.74615684028,0.277517874737181,2386.6488571318,9673324.43630022,0.277517874737181,5261660.06084234
"46","SNOW",2002,"EBS","ALL",140350,"mature_female","female",502.830910815413,0.347562698199885,342.539925478569,29508.0611942114,0.318966757796024,18447.69759161,65054139.2356572,0.318966757796024,40670211.431489
"47","SNOW",2003,"EBS","ALL",140350,"immature_female","female",542.401500309858,0.248937989107842,264.647704001377,14837.6522592859,0.239773329463225,6973.03963590801,32711423.8259477,0.239773329463225,15372920.9243711
"48","SNOW",2003,"EBS","ALL",140350,"mature_female","female",680.200523324953,0.451090581801485,601.390817624322,38761.4576956064,0.406033028958188,30847.3268669642,85454386.4915692,0.406033028958188,68006714.6344736
"49","SNOW",2004,"EBS","ALL",140350,"immature_female","female",1375.86110254141,0.300512649829736,810.388784815865,30472.4787579793,0.270933095499898,16181.7658750103,67180316.0136481,0.270933095499898,35674687.1095086
"50","SNOW",2004,"EBS","ALL",140350,"mature_female","female",931.911258852147,0.287538230192002,525.20182357004,47742.6489181972,0.27950071347701,26154.4446944003,105254523.832043,0.27950071347701,57660680.4351682
"51","SNOW",2005,"EBS","ALL",140350,"immature_female","female",1512.23116420905,0.246971705622226,732.017487442799,55125.3110120254,0.234940533418873,25384.2931491312,121530507.693562,0.234940533418873,55962786.9162161
"52","SNOW",2005,"EBS","ALL",140350,"mature_female","female",1110.94284549966,0.228838989334385,498.284994425921,62603.1340770991,0.223264714859875,27395.0589229537,138016285.585006,0.223264714859875,60395766.6284246
"53","SNOW",2006,"EBS","ALL",140350,"immature_female","female",765.749518490859,0.234755342633859,352.337029546667,28090.3206365605,0.229673713005494,12645.1521506228,61928556.3303474,0.229673713005494,27877788.4879831
"54","SNOW",2006,"EBS","ALL",140350,"mature_female","female",744.26396876625,0.208950574444193,304.808192271173,50592.4362889234,0.203562564017867,20185.5030597324,111537229.537005,0.203562564017867,44501416.6788841
"55","SNOW",2007,"EBS","ALL",140350,"immature_female","female",620.428605596059,0.270131831346706,328.491130281111,27875.4669577031,0.264201101964761,14434.8690124946,61454885.0495511,0.264201101964761,31823438.7683699
"56","SNOW",2007,"EBS","ALL",140350,"mature_female","female",839.627636974232,0.378688237963271,623.195936366432,54448.6054497502,0.323707006159477,34545.7743170066,120038627.302639,0.323707006159477,76160395.548556
"57","SNOW",2008,"EBS","ALL",140350,"immature_female","female",395.932647432627,0.261923470722401,203.25994424821,8993.74518469684,0.195633419406781,3448.57516256082,19827814.0893264,0.195633419406781,7602806.81652748
"58","SNOW",2008,"EBS","ALL",140350,"mature_female","female",747.725027818752,0.303747173462607,445.153952905303,49351.9599571903,0.235248512949306,22755.551374483,108802447.354198,0.235248512949306,50167403.3328277
"59","SNOW",2009,"EBS","ALL",140350,"immature_female","female",1059.87358365413,0.276012834083943,573.375874726357,29659.9773959503,0.332847839407092,19349.6284104863,65389057.1306362,0.332847839407092,42658628.5181263
"60","SNOW",2009,"EBS","ALL",140350,"mature_female","female",747.249003008692,0.243505602836271,356.640265135011,50001.7450615409,0.230841877449593,22623.2935432936,110234978.29459,0.230841877449593,49875824.726271
"61","SNOW",2010,"EBS","ALL",140350,"immature_female","female",3027.57947588875,0.196013243071372,1163.15351658155,90479.3006625974,0.200047016537037,35476.2237455839,199472713.049821,0.200047016537037,78211685.4072839
"62","SNOW",2010,"EBS","ALL",140350,"mature_female","female",1777.78644373479,0.18771405090245,654.08237018612,94956.0696728096,0.183636174287044,34177.2439456955,209342299.282527,0.183636174287044,75347925.1551253
"63","SNOW",2011,"EBS","ALL",140350,"immature_female","female",1175.39435798784,0.171773617450491,395.727411972841,41232.0565460465,0.163808666769765,13238.1696935276,90901124.6067631,0.163808666769765,29185168.3782241
"64","SNOW",2011,"EBS","ALL",140350,"mature_female","female",3137.03103898626,0.19353824516363,1189.98554532611,169117.354666679,0.192171127585698,63698.9665715882,372839945.845388,0.192171127585698,140432182.692114
"65","SNOW",2012,"EBS","ALL",140350,"immature_female","female",1165.45629750759,0.183213849294841,418.514359524508,41425.3385995374,0.165655406884828,13450.1693892544,91327238.5942865,0.165655406884828,29652547.7032484
"66","SNOW",2012,"EBS","ALL",140350,"mature_female","female",2656.05989296215,0.251566590483323,1309.6248255283,143252.851035284,0.234781550538836,65920.9279109387,315818476.036722,0.234781550538836,145330768.925719
"67","SNOW",2013,"EBS","ALL",140350,"immature_female","female",1029.43973773274,0.192372423337562,388.150201374159,31363.8713099175,0.177647593630708,10920.5638796941,69145500.1985987,0.177647593630708,24075722.1725185
"68","SNOW",2013,"EBS","ALL",140350,"mature_female","female",2222.16319950489,0.228391050904917,994.743489297627,125671.81083375,0.206738316138733,50923.109973435,277058917.092789,0.206738316138733,112266240.222329
"69","SNOW",2014,"EBS","ALL",140350,"immature_female","female",1590.77976806433,0.376919734769776,1175.20872498163,54522.6608838379,0.440891934269071,47115.658780401,120201891.5879,0.440891934269071,103872247.190581
"70","SNOW",2014,"EBS","ALL",140350,"mature_female","female",1815.55088815251,0.251434676912457,894.725203922274,111361.857527118,0.213974576243242,46704.0682970895,245510870.315387,0.213974576243242,102964845.500135
"71","SNOW",2015,"EBS","ALL",140350,"immature_female","female",1461.02846629269,0.277323803601021,794.148824025644,35701.444577002,0.246470780684668,17246.7513162696,78708212.3471397,0.246470780684668,38022578.1052486
"72","SNOW",2015,"EBS","ALL",140350,"mature_female","female",1238.59148614564,0.204874256588257,497.36079948364,81627.7699926336,0.18286333982271,29256.3842205406,179958428.296831,0.18286333982271,64499286.4861041
"73","SNOW",2016,"EBS","ALL",140350,"immature_female","female",2130.49380813337,0.274614518211071,1146.72648011754,53762.7304141863,0.275017490649356,28979.954769576,118526531.683474,0.275017490649357,63889863.8651623
"74","SNOW",2016,"EBS","ALL",140350,"mature_female","female",818.373906680514,0.216464259331599,347.211455069173,52019.9572151166,0.206066856754744,21010.3945807973,114684374.464053,0.206066856754744,46319991.1867952
"75","SNOW",2017,"EBS","ALL",140350,"immature_female","female",2494.75986026911,0.200086919837509,978.370879703981,66242.0155940635,0.191859335762823,24909.9322584764,146038646.095533,0.191859335762823,54917000.1657583
"76","SNOW",2017,"EBS","ALL",140350,"mature_female","female",2086.90303307711,0.225813959591121,923.653600876448,103422.208523488,0.219258087632769,44445.26509285,228006940.512445,0.219258087632769,97985036.8577639
"77","SNOW",2018,"EBS","ALL",140350,"immature_female","female",2588.70000773149,0.269960743534616,1369.7408625955,83163.7458323645,0.26057299523815,42473.6436396564,183344675.379715,0.260572995238151,93638355.6003309
"78","SNOW",2018,"EBS","ALL",140350,"mature_female","female",3281.9831847009,0.208506051947843,1341.25417854634,161572.689897095,0.199782837700338,63267.7229457361,356206807.220096,0.199782837700338,139481453.239032
"79","SNOW",2019,"EBS","ALL",140350,"immature_female","female",117.294330041695,0.43765899176775,100.616439723199,5124.62885174703,0.43295729011137,4348.74102413871,11297872.6951405,0.43295729011137,9587332.83837813
"80","SNOW",2019,"EBS","ALL",140350,"mature_female","female",2040.90069164431,0.196361969573284,785.480347848918,106799.218497914,0.196996039322266,41236.4851717325,235451973.096274,0.196996039322266,90910888.0551341
"81","SNOW",2021,"EBS","ALL",140350,"immature_female","female",22.5837618917135,0.406690305628974,18.0018101709462,297.520899242906,0.238937326538328,139.334142578583,655921.304943709,0.238937326538328,307179.202724651
"82","SNOW",2021,"EBS","ALL",140350,"mature_female","female",609.776921185667,0.454681857907641,543.418826730444,29844.4514632241,0.442898773207416,25907.4190426161,65795752.8324924,0.442898773207416,57116082.0950678
"83","SNOW",2022,"EBS","ALL",140350,"immature_female","female",903.848267507137,0.293313253676496,519.61692529787,26218.9699923567,0.341471654041601,17547.948699092,57802934.3667244,0.341471654041601,38686604.6690604
"84","SNOW",2022,"EBS","ALL",140350,"mature_female","female",408.657992617985,0.350110588853402,280.427961252858,20941.0914292301,0.345032539260728,14161.7015834079,46167203.8910848,0.345032539260728,31221207.6746531
"85","SNOW",2023,"EBS","ALL",140350,"immature_female","female",891.461103766764,0.191851714669412,335.215548984732,22377.9440853006,0.204101316500431,8952.04098283047,49334921.7609213,0.204101316500431,19735872.0624656
"86","SNOW",2023,"EBS","ALL",140350,"mature_female","female",289.751033796676,0.272429751171128,154.716131996059,14963.9624215903,0.273907065539972,8033.52067006647,32989890.0671333,0.273907065539972,17710881.4023185
"87","SNOW",2024,"EBS","ALL",140350,"immature_female","female",3647.43230004041,0.201510618821179,1440.59282618342,125938.169599684,0.19341473310687,47742.2630237377,277646137.653695,0.19341473310687,105253673.080388
"88","SNOW",2024,"EBS","ALL",140350,"mature_female","female",771.954871454181,0.246546884005879,373.033213574367,40956.7294505296,0.228211328257612,18319.7076728264,90294132.2635786,0.228211328257613,40388041.96117
"89","SNOW",2025,"EBS","ALL",140350,"immature_female","female",2448.36171527513,0.179281961310975,860.336297013925,102915.028343927,0.17902745715853,36112.24702251,226888799.615231,0.17902745715853,79613876.7116176
"90","SNOW",2025,"EBS","ALL",140350,"mature_female","female",2122.94987833706,0.163188826573793,679.025731060769,144296.846612657,0.171730555485293,48569.1481421926,318120092.30371,0.171730555485293,107076642.718203
