"","SPECIES","YEAR","REGION","DISTRICT","TOTAL_AREA","CATEGORY","ABUNDANCE","ABUNDANCE_CV","ABUNDANCE_CI","BIOMASS_MT","BIOMASS_MT_CV","BIOMASS_MT_CI","BIOMASS_LBS","BIOMASS_LBS_CV","BIOMASS_LBS_CI"
"55","SNOW",1993,"EBS","ALL",140350,"mature_female",2396291974.68998,0.174196044263976,818152182.469312,127080.564677938,0.166262690396058,41412.3628975925,280164687.686303,0.166262690396058,91298632.0682442
"56","SNOW",1993,"EBS","ALL",140350,"small_male",4805538727.22308,0.181846735186984,1712788195.58585,273570.101963442,0.167886273517324,90020.1833302175,603118835.450086,0.167886273517324,198460532.592774
"57","SNOW",1994,"EBS","ALL",140350,"immature_female",2684166217.78509,0.244628662648637,1286983024.67949,68240.3263996361,0.205969936851126,27548.6932096972,150444167.302984,0.205969936851126,60734472.2524709
"58","SNOW",1994,"EBS","ALL",140350,"large_male",106415361.856434,0.106341522165885,22180088.2608275,57385.5132133277,0.107883638885543,12134.2776501456,126513400.596505,0.107883638885543,26751503.0073054
"59","SNOW",1994,"EBS","ALL",140350,"mature_female",2204802208.75643,0.127825659967172,552387382.965484,122603.95733716,0.140025005609801,33648.5348352824,270295457.873688,0.140025005609801,74182321.0899309
"60","SNOW",1994,"EBS","ALL",140350,"small_male",4116854949.13222,0.153780375436706,1240859339.40419,289633.25885774,0.113177546990491,64248.7642581869,638532034.517564,0.113177546990491,141644279.109429
"61","SNOW",1995,"EBS","ALL",140350,"immature_female",1021681025.14808,0.217871310392038,436286168.153318,31018.753975033,0.197063705331792,11980.8343624667,68384646.7149202,0.197063705331792,26413218.4641176
"62","SNOW",1995,"EBS","ALL",140350,"large_male",127952732.168421,0.175077973474004,43907341.895078,61758.0812187649,0.165252035663878,20003.0713345882,136153262.936865,0.165252035663878,44099223.5706884
"63","SNOW",1995,"EBS","ALL",140350,"mature_female",3109073509.71787,0.135528676221428,825882489.412458,164958.521831314,0.13621072499988,44039.4749129615,363671288.896053,0.13621072499988,97090422.6474577
"64","SNOW",1995,"EBS","ALL",140350,"small_male",3635271918.26213,0.107505938727399,765994107.400161,368026.217611103,0.0975835956744244,70390.1103692212,811358924.778887,0.0975835956744244,155183629.674419
"65","SNOW",1996,"EBS","ALL",140350,"immature_female",258410971.473642,0.36895119775772,186868433.380315,9273.93296775183,0.354533858564545,6444.32954868697,20445522.4142151,0.354533858564546,14207314.705684
"66","SNOW",1996,"EBS","ALL",140350,"large_male",302399329.264552,0.177559183626442,105239804.945459,143856.078934109,0.184841915038729,52117.640915481,317148365.908604,0.184841915038729,114899730.159662
"67","SNOW",1996,"EBS","ALL",140350,"mature_female",2107165630.83695,0.1647479242199,680416280.78909,104429.105530683,0.151494117623505,31007.9745853023,230226768.43238,0.151494117623505,68360882.22847
"68","SNOW",1996,"EBS","ALL",140350,"small_male",2309820947.22121,0.095403896151079,431917198.841508,341042.682595288,0.0893288291100651,59711.2892850737,751870413.065573,0.0893288291100651,131640859.137631
"69","SNOW",1997,"EBS","ALL",140350,"immature_female",142858640.944097,0.478357118351613,133941397.714746,5452.24699194316,0.483534107200436,5167.24086771157,12020147.058345,0.483534107200436,11391816.1094985
"70","SNOW",1997,"EBS","ALL",140350,"large_male",447141443.760926,0.114571881815514,100410479.832814,232388.183654157,0.125234334186548,57041.8397273892,512328246.734309,0.125234334186548,125755730.254876
"71","SNOW",1997,"EBS","ALL",140350,"mature_female",2001046320.59558,0.207347181269459,813226175.763626,101393.429032752,0.196958975127053,39141.8778991405,223534247.352425,0.196958975127053,86293069.4780886
"72","SNOW",1997,"EBS","ALL",140350,"small_male",1204421130.5295,0.10881870400185,256884551.133461,209131.128760037,0.086240660944666,35349.7892660045,461055217.397152,0.086240660944666,77932945.0934215
"73","SNOW",1998,"EBS","ALL",140350,"immature_female",335978567.916954,0.420168888718492,276688773.369198,13323.7664541537,0.477849656390643,12478.8441550152,29373876.9330574,0.477849656390643,27511142.1186722
"74","SNOW",1998,"EBS","ALL",140350,"large_male",308387242.597623,0.0981228140918213,59309255.184444,164119.425701049,0.100151368525025,32216.0987675824,361821398.585366,0.100151368525025,71024340.1307273
"75","SNOW",1998,"EBS","ALL",140350,"mature_female",1386676718.57478,0.291092504858098,791156350.899148,70182.6636932359,0.280132609932778,38534.4873947444,154726288.039714,0.280132609932778,84954002.6318009
"76","SNOW",1998,"EBS","ALL",140350,"small_male",778179337.579468,0.165018643128803,251691632.86054,100536.303269633,0.109747749539653,21625.9207405215,221644608.505285,0.109747749539653,47676994.0828628
"77","SNOW",1999,"EBS","ALL",140350,"immature_female",187616162.957991,0.200720898598293,73810630.2481635,6159.72995890184,0.187352526229027,2261.9202986302,13579880.0118748,0.187352526229027,4986680.65917914
"78","SNOW",1999,"EBS","ALL",140350,"large_male",124892451.950455,0.097684596672498,23912134.8405903,67352.2477913894,0.104914254300426,13849.7732708826,148486289.113263,0.104914254300426,30533523.4604645
"79","SNOW",1999,"EBS","ALL",140350,"mature_female",551010521.539094,0.249978000176482,269971396.171065,29848.9754608652,0.238358392756879,13944.917479931,65805726.5400332,0.238358392756879,30743280.5360707
"80","SNOW",1999,"EBS","ALL",140350,"small_male",422435555.395874,0.124257064462426,102881579.99457,44127.457997473,0.0800994760749753,6927.7890815914,97284392.1459117,0.0800994760749753,15273160.5286735
"81","SNOW",2000,"EBS","ALL",140350,"immature_female",391861968.670634,0.222033069247874,170532378.625892,12479.8787585741,0.211727958902417,5178.98494352894,27513423.0290828,0.211727958902417,11417707.3647182
"82","SNOW",2000,"EBS","ALL",140350,"large_male",102408628.236922,0.158396916868835,31793573.5080505,53942.103837975,0.151540286542471,16021.8276697285,118921982.391317,0.151540286542471,35322083.7240464
"83","SNOW",2000,"EBS","ALL",140350,"mature_female",1649053395.50694,0.529354631256902,1710950742.11898,93882.0933853643,0.53867228576359,99120.4963988834,206974586.863896,0.53867228576359,218523288.649861
"84","SNOW",2000,"EBS","ALL",140350,"small_male",971122042.897873,0.162366335909946,309047954.54035,77782.2230977782,0.126915879669835,19348.7265635746,171480448.619052,0.126915879669835,42656640.2860233
"85","SNOW",2001,"EBS","ALL",140350,"immature_female",470874362.212216,0.407708319738611,376279614.250044,17032.8109147584,0.328283913157131,10959.5317255583,37550920.2563495,0.328283913157131,24161631.5670354
"86","SNOW",2001,"EBS","ALL",140350,"large_male",111267769.696994,0.110348372200253,24065305.8382552,56448.5956297705,0.102769945511819,11370.3894302968,124447850.896987,0.102769945511819,25067417.7572629
"87","SNOW",2001,"EBS","ALL",140350,"mature_female",1243755038.28584,0.29842292923966,727483442.692416,74840.1024931202,0.296941732061633,43557.3733374754,164994182.977816,0.296941732061633,96027570.6081121
"88","SNOW",2001,"EBS","ALL",140350,"small_male",1529424056.86228,0.195420045480225,585805032.751133,167670.571460545,0.174176946422198,57240.5223580507,369650334.860232,0.174176946422198,126193750.477001
"89","SNOW",2002,"EBS","ALL",140350,"immature_female",121065224.762929,0.279624134449246,66351407.0250253,4387.74615684028,0.277517874737181,2386.6488571318,9673324.43630022,0.277517874737181,5261660.06084234
"90","SNOW",2002,"EBS","ALL",140350,"large_male",114701488.801945,0.243552896258297,54754324.4135904,55906.7823564813,0.245360435539204,26885.9324384203,123253357.097876,0.245360435539204,59273334.8632398
"91","SNOW",2002,"EBS","ALL",140350,"mature_female",502830910.815413,0.347562698199885,342539925.478569,29508.0611942114,0.318966757796024,18447.69759161,65054139.2356572,0.318966757796024,40670211.431489
"92","SNOW",2002,"EBS","ALL",140350,"small_male",596345833.794175,0.216899275514954,253520079.440383,83001.9273655108,0.196749396888541,32007.9351335115,182987926.727056,0.196749396888541,70565417.8740084
"93","SNOW",2003,"EBS","ALL",140350,"immature_female",542401500.309858,0.248937989107842,264647704.001377,14837.6522592859,0.239773329463225,6973.03963590801,32711423.8259477,0.239773329463225,15372920.9243711
"94","SNOW",2003,"EBS","ALL",140350,"large_male",88088298.8082743,0.123145885253887,21261514.6130176,44423.1744071501,0.1212586800264,10557.9231627394,97936335.2323377,0.1212586800264,23276236.2443167
"95","SNOW",2003,"EBS","ALL",140350,"mature_female",680200523.324953,0.451090581801485,601390817.624322,38761.4576956064,0.406033028958188,30847.3268669642,85454386.4915692,0.406033028958188,68006714.6344736
"96","SNOW",2003,"EBS","ALL",140350,"small_male",1073702960.48664,0.218260213824912,459319409.970899,81606.3235390625,0.161001887802661,25751.9934069906,179911146.960129,0.161001887802661,56773427.2227527
"97","SNOW",2004,"EBS","ALL",140350,"immature_female",1375861102.54141,0.300512649829736,810388784.815865,30472.4787579793,0.270933095499898,16181.7658750103,67180316.0136481,0.270933095499898,35674687.1095086
"98","SNOW",2004,"EBS","ALL",140350,"large_male",79938065.6735066,0.154660529886038,24231996.6464537,44161.6495382224,0.168148267419327,14554.381518214,97359771.5901238,0.168148267419327,32086918.7420726
"99","SNOW",2004,"EBS","ALL",140350,"mature_female",931911258.852147,0.287538230192002,525201823.57004,47742.6489181972,0.27950071347701,26154.4446944003,105254523.832043,0.27950071347701,57660680.4351682
"100","SNOW",2004,"EBS","ALL",140350,"small_male",1491203890.55152,0.172973986485421,505561383.958079,89329.6104394644,0.14630315327468,25615.6392286611,196938079.975784,0.14630315327468,56472817.7166239
"101","SNOW",2005,"EBS","ALL",140350,"immature_female",1512231164.20905,0.246971705622226,732017487.442799,55125.3110120254,0.234940533418873,25384.2931491312,121530507.693562,0.234940533418873,55962786.9162161
"102","SNOW",2005,"EBS","ALL",140350,"large_male",89223009.3807029,0.100417721334177,17560759.7334727,50071.7648553342,0.10311979562662,10120.2447107506,110389345.515963,0.10311979562662,22311320.4279664
"103","SNOW",2005,"EBS","ALL",140350,"mature_female",1110942845.49966,0.228838989334385,498284994.425921,62603.1340770991,0.223264714859875,27395.0589229537,138016285.585006,0.223264714859875,60395766.6284246
"104","SNOW",2005,"EBS","ALL",140350,"small_male",1890250172.1099,0.165374115926848,612692964.142763,184024.837699572,0.158774594836297,57268.1993293072,405705320.17453,0.158774594836297,126254767.753937
"105","SNOW",2006,"EBS","ALL",140350,"immature_female",765749518.490859,0.234755342633859,352337029.546667,28090.3206365605,0.229673713005494,12645.1521506228,61928556.3303474,0.229673713005494,27877788.4879831
"106","SNOW",2006,"EBS","ALL",140350,"large_male",171871506.385934,0.354503356836573,119420890.878409,90151.9449723818,0.347976234979784,61486.6393996844,198751017.289781,0.347976234979784,135554836.162004
"107","SNOW",2006,"EBS","ALL",140350,"mature_female",744263968.76625,0.208950574444193,304808192.271173,50592.4362889234,0.203562564017867,20185.5030597324,111537229.537005,0.203562564017867,44501416.6788841
"108","SNOW",2006,"EBS","ALL",140350,"small_male",1178446773.66939,0.158333770948744,365712326.213413,124579.412122604,0.150077824518029,36645.3500161469,274650590.182117,0.150077824518029,80789167.6311648
"109","SNOW",2007,"EBS","ALL",140350,"immature_female",620428605.596059,0.270131831346706,328491130.281111,27875.4669577031,0.264201101964761,14434.8690124946,61454885.0495511,0.264201101964761,31823438.7683699
"110","SNOW",2007,"EBS","ALL",140350,"large_male",196729372.074529,0.173780859012277,67008086.5732328,99875.0138872474,0.185174978178824,36248.9328936743,220186714.973289,0.185174978178824,79915217.4752735
"111","SNOW",2007,"EBS","ALL",140350,"mature_female",839627636.974232,0.378688237963271,623195936.366432,54448.6054497502,0.323707006159477,34545.7743170066,120038627.302639,0.323707006159477,76160395.548556
"112","SNOW",2007,"EBS","ALL",140350,"small_male",1260797779.2108,0.165891318245118,409944595.042241,140003.415655123,0.129703925341317,35591.6254404562,308654697.289384,0.129703925341317,78466102.5943991
"113","SNOW",2008,"EBS","ALL",140350,"immature_female",395932647.432627,0.261923470722401,203259944.24821,8993.74518469684,0.195633419406781,3448.57516256082,19827814.0893264,0.195633419406781,7602806.81652748
"114","SNOW",2008,"EBS","ALL",140350,"large_male",154321049.585843,0.104484516337638,31603354.0443193,79600.4438412035,0.108916604980064,16992.8277922567,175488939.201522,0.108916604980064,37462772.5599902
"115","SNOW",2008,"EBS","ALL",140350,"mature_female",747725027.818752,0.303747173462607,445153952.905303,49351.9599571903,0.235248512949306,22755.551374483,108802447.354198,0.235248512949306,50167403.3328277
"116","SNOW",2008,"EBS","ALL",140350,"small_male",1008839464.3688,0.165236676930073,326726670.070502,114296.598768131,0.149534568203424,33498.9333860684,251980867.244597,0.149534568203424,73852506.3507324
"117","SNOW",2009,"EBS","ALL",140350,"immature_female",1059873583.65413,0.276012834083943,573375874.726357,29659.9773959503,0.332847839407092,19349.6284104863,65389057.1306362,0.332847839407092,42658628.5181263
"118","SNOW",2009,"EBS","ALL",140350,"large_male",195667266.980727,0.150864232279101,57857616.3497865,103188.235110441,0.152696178015779,30882.6402704138,227491117.433132,0.152696178015779,68084567.3625729
"119","SNOW",2009,"EBS","ALL",140350,"mature_female",747249003.008692,0.243505602836271,356640265.135011,50001.7450615409,0.230841877449593,22623.2935432936,110234978.29459,0.230841877449593,49875824.726271
"120","SNOW",2009,"EBS","ALL",140350,"small_male",1055395177.24808,0.150080033713895,310451737.814433,98467.9204423178,0.107983478685332,20840.5008330132,217084604.933542,0.107983478685332,45945439.5871196
"121","SNOW",2010,"EBS","ALL",140350,"immature_female",3027579475.88875,0.196013243071372,1163153516.58155,90479.3006625974,0.200047016537037,35476.2237455839,199472713.049821,0.200047016537037,78211685.4072839
"122","SNOW",2010,"EBS","ALL",140350,"large_male",184449245.235711,0.124874173535418,45144576.2337605,105278.006768796,0.133130148662753,27470.7263164143,232098275.305638,0.133130148662753,60562584.675784
"123","SNOW",2010,"EBS","ALL",140350,"mature_female",1777786443.73479,0.18771405090245,654082370.18612,94956.0696728096,0.183636174287044,34177.2439456955,209342299.282527,0.183636174287044,75347925.1551253
"124","SNOW",2010,"EBS","ALL",140350,"small_male",2460545469.89706,0.167513214539338,807860807.118018,146024.977653853,0.142969125551966,40919.0441932767,321929969.090649,0.142969125551966,90211050.4929286
"125","SNOW",2011,"EBS","ALL",140350,"immature_female",1175394357.98784,0.171773617450491,395727411.972841,41232.0565460465,0.163808666769765,13238.1696935276,90901124.6067631,0.163808666769765,29185168.3782241
"126","SNOW",2011,"EBS","ALL",140350,"large_male",194080577.053569,0.120153164788732,45706015.291739,111661.52642106,0.117996927195172,25824.4053270708,246171527.138035,0.117996927195172,56933068.1798529
"127","SNOW",2011,"EBS","ALL",140350,"mature_female",3137031038.98626,0.19353824516363,1189985545.32611,169117.354666679,0.192171127585698,63698.9665715882,372839945.845388,0.192171127585698,140432182.692114
"128","SNOW",2011,"EBS","ALL",140350,"small_male",1829789719.74857,0.147987763314699,530741516.40517,149214.310008538,0.149619405105602,43757.698341572,328961243.348383,0.149619405105602,96469211.6438653
"129","SNOW",2012,"EBS","ALL",140350,"immature_female",1165456297.50759,0.183213849294841,418514359.524508,41425.3385995374,0.165655406884828,13450.1693892544,91327238.5942865,0.165655406884828,29652547.7032484
"130","SNOW",2012,"EBS","ALL",140350,"large_male",123487000.339764,0.141773389617073,34314054.3991536,67476.4139515298,0.142984415427822,18910.2281838894,148760028.638777,0.142984415427822,41689916.8385254
"131","SNOW",2012,"EBS","ALL",140350,"mature_female",2656059892.96215,0.251566590483323,1309624825.5283,143252.851035284,0.234781550538836,65920.9279109387,315818476.036722,0.234781550538836,145330768.925719
"132","SNOW",2012,"EBS","ALL",140350,"small_male",1384869369.18068,0.138827782081765,376826352.272801,123682.522066842,0.121890495580634,29548.4188624046,272673286.075874,0.121890495580634,65143112.6639209
"133","SNOW",2013,"EBS","ALL",140350,"immature_female",1029439737.73274,0.192372423337562,388150201.374159,31363.8713099175,0.177647593630708,10920.5638796941,69145500.1985987,0.177647593630708,24075722.1725185
"134","SNOW",2013,"EBS","ALL",140350,"large_male",112571870.783468,0.125033507361997,27587501.4353427,58389.470712366,0.129134738733704,14778.6137286716,128726748.01026,0.129134738733704,32581266.1457947
"135","SNOW",2013,"EBS","ALL",140350,"mature_female",2222163199.50489,0.228391050904917,994743489.297627,125671.81083375,0.206738316138733,50923.109973435,277058917.092789,0.206738316138733,112266240.222329
"136","SNOW",2013,"EBS","ALL",140350,"small_male",1055865602.46288,0.120532856683743,249442334.784348,100505.779307593,0.108561697673345,21385.7129341251,221577314.688062,0.108561697673345,47147426.5189366
"137","SNOW",2014,"EBS","ALL",140350,"immature_female",1590779768.06433,0.376919734769776,1175208724.98163,54522.6608838379,0.440891934269071,47115.658780401,120201891.5879,0.440891934269071,103872247.190581
"138","SNOW",2014,"EBS","ALL",140350,"large_male",204169023.758493,0.191831691574987,76765534.8218187,105441.471037096,0.20115216234073,41571.1686030187,232458652.329397,0.20115216234073,91648738.7189055
"139","SNOW",2014,"EBS","ALL",140350,"mature_female",1815550888.15251,0.251434676912457,894725203.922274,111361.857527118,0.213974576243242,46704.0682970895,245510870.315387,0.213974576243242,102964845.500135
"140","SNOW",2014,"EBS","ALL",140350,"small_male",1527819059.37711,0.300527953245116,899938576.293225,140092.31240018,0.246686204696449,67735.3280721732,308850681.064545,0.246686204696449,149330836.566263
